612800.0 7327000.0 -0.1
612822.2 7327038.0 -0.1
612844.4 7327076.0 -0.1
612866.6 7327114.0 -0.1
612888.8 7327152.0 -0.1
612911.0 7327190.0 -0.1
612933.2 7327228.0 -0.1
612955.4 7327266.0 -0.1
612977.6 7327304.0 -0.1
612999.8 7327342.0 -0.1
613022.0 7327380.0 -0.1
613044.2 7327418.0 -0.1
613066.4 7327456.0 -0.1
613088.6 7327494.0 -0.1
613110.8 7327532.0 -0.1
613133.0 7327570.0 -0.1
613155.2 7327608.0 -0.1
613177.4 7327646.0 -0.1
613199.6 7327684.0 -0.1
613221.8 7327722.0 -0.1
613244.0 7327760.0 -0.1
613266.2 7327798.0 -0.1
613288.4 7327836.0 -0.1
613310.6 7327874.0 -0.1
613332.8 7327912.0 -0.1
613355.0 7327950.0 -0.1
613377.2 7327988.0 -0.1
613399.4 7328026.0 -0.1
613421.6 7328064.0 -0.1
613443.8 7328102.0 -0.1
613466.0 7328140.0 -0.1
613488.2 7328178.0 -0.1
613510.4 7328216.0 -0.1
613532.6 7328254.0 -0.1
613554.8 7328292.0 -0.1
613577.0 7328330.0 -0.1
613599.2 7328368.0 -0.1
613621.4 7328406.0 -0.1
613643.6 7328444.0 -0.1
613665.8 7328482.0 -0.1
613688.0 7328520.0 -0.1
613710.2 7328558.0 -0.1
613732.4 7328596.0 -0.1
613754.6 7328634.0 -0.1
613776.8 7328672.0 -0.1
613799.0 7328710.0 -0.1
613821.2 7328748.0 -0.1
613843.4 7328786.0 -0.1
613865.6 7328824.0 -0.1
613887.8 7328862.0 -0.1
613910.0 7328900.0 -0.1
613932.2 7328938.0 -0.1
613954.4 7328976.0 -0.1
613976.6 7329014.0 -0.1
613998.8 7329052.0 -0.1
614021.0 7329090.0 -0.1
614043.2 7329128.0 -0.1
614065.4 7329166.0 -0.1
614087.6 7329204.0 -0.1
614109.8 7329242.0 -0.1
614132.0 7329280.0 -0.1
614154.2 7329318.0 -0.1
614176.4 7329356.0 -0.1
614198.6 7329394.0 -0.1
614220.8 7329432.0 -0.1
614243.0 7329470.0 -0.1
614265.2 7329508.0 -0.1
614287.4 7329546.0 -0.1
614309.6 7329584.0 -0.1
614331.8 7329622.0 -0.1
614354.0 7329660.0 -0.1
614376.2 7329698.0 -0.1
614398.4 7329736.0 -0.1
614420.6 7329774.0 -0.1
614442.8 7329812.0 -0.1
614465.0 7329850.0 -0.1
614487.2 7329888.0 -0.1
614509.4 7329926.0 -0.1
614531.6 7329964.0 -0.1
614553.8 7330002.0 -0.1
614576.0 7330040.0 -0.1
614598.2 7330078.0 -0.1
614620.4 7330116.0 -0.1
614642.6 7330154.0 -0.1
614664.8 7330192.0 -0.1
614687.0 7330230.0 -0.1
614709.2 7330268.0 -0.1
614731.4 7330306.0 -0.1
614753.6 7330344.0 -0.1
614775.8 7330382.0 -0.1
614798.0 7330420.0 -0.1
614820.2 7330458.0 -0.1
614842.4 7330496.0 -0.1
614864.6 7330534.0 -0.1
614886.8 7330572.0 -0.1
614909.0 7330610.0 -0.1
614931.2 7330648.0 -0.1
614953.4 7330686.0 -0.1
614975.6 7330724.0 -0.1
614997.8 7330762.0 -0.1
615020.0 7330800.0 -0.1
615042.2 7330838.0 -0.1
615064.4 7330876.0 -0.1
615086.6 7330914.0 -0.1
615108.8 7330952.0 -0.1
615131.0 7330990.0 -0.1
615153.2 7331028.0 -0.1
615175.4 7331066.0 -0.1
615197.6 7331104.0 -0.1
615219.8 7331142.0 -0.1
615242.0 7331180.0 -0.1
615264.2 7331218.0 -0.1
615286.4 7331256.0 -0.1
615308.6 7331294.0 -0.1
615330.8 7331332.0 -0.1
615353.0 7331370.0 -0.1
615375.2 7331408.0 -0.1
615397.4 7331446.0 -0.1
615419.6 7331484.0 -0.1
615441.8 7331522.0 -0.1
615464.0 7331560.0 -0.1
615486.2 7331598.0 -0.1
615508.4 7331636.0 -0.1
615530.6 7331674.0 -0.1
615552.8 7331712.0 -0.1
615575.0 7331750.0 -0.1
615597.2 7331788.0 -0.1
615619.4 7331826.0 -0.1
615641.6 7331864.0 -0.1
615663.8 7331902.0 -0.1
615686.0 7331940.0 -0.1
615708.2 7331978.0 -0.1
615730.4 7332016.0 -0.1
615752.6 7332054.0 -0.1
615774.8 7332092.0 -0.1
615797.0 7332130.0 -0.1
615819.2 7332168.0 -0.1
615841.4 7332206.0 -0.1
615863.6 7332244.0 -0.1
615885.8 7332282.0 -0.1
615908.0 7332320.0 -0.1
615930.2 7332358.0 -0.1
615952.4 7332396.0 -0.1
615974.6 7332434.0 -0.1
615996.8 7332472.0 -0.1
616019.0 7332510.0 -0.1
616041.2 7332548.0 -0.1
616063.4 7332586.0 -0.1
616085.6 7332624.0 -0.1
616107.8 7332662.0 -0.1
616130.0 7332700.0 -0.1
616152.2 7332738.0 -0.1
616174.4 7332776.0 -0.1
616196.6 7332814.0 -0.1
616218.8 7332852.0 -0.1
616241.0 7332890.0 -0.1
616263.2 7332928.0 -0.1
616285.4 7332966.0 -0.1
616307.6 7333004.0 -0.1
616329.8 7333042.0 -0.1
616352.0 7333080.0 -0.1
616374.2 7333118.0 -0.1
616396.4 7333156.0 -0.1
616418.6 7333194.0 -0.1
616440.8 7333232.0 -0.1
616463.0 7333270.0 -0.1
616485.2 7333308.0 -0.1
616507.4 7333346.0 -0.1
616529.6 7333384.0 -0.1
616551.8 7333422.0 -0.1
616574.0 7333460.0 -0.1
616596.2 7333498.0 -0.1
616618.4 7333536.0 -0.1
616640.6 7333574.0 -0.1
616662.8 7333612.0 -0.1
616685.0 7333650.0 -0.1
616707.2 7333688.0 -0.1
616729.4 7333726.0 -0.1
616751.6 7333764.0 -0.1
616773.8 7333802.0 -0.1
616796.0 7333840.0 -0.1
616818.2 7333878.0 -0.1
